ticket_id,org_id,date,transcript,issue_type,priority,is_repeating_issue,was_issue_resolved,resolution_time,sentiment
TICK_134,ORG_4,21/10/2024,Are there early repayment fees on our latest loan.,Loan Management,Medium,False,True, 1 day,0.4
TICK_135,ORG_4,29/10/2024,Need clarity on recent changes in banking security features.,General Inquiry,Medium,False,True, 5 hours,0.3
TICK_136,ORG_4,05/11/2024,We need help understanding compliance features in international wires.,Technical Support,Medium,False,True, 2 days,0.3
TICK_137,ORG_4,13/11/2024,Can we arrange a visit for help with online banking?,Technical Support,Low,False,False, Not Resolved,0.3
TICK_138,ORG_4, 19/11/2024,. Facing issues with login after last password reset. Need immediate assistance.,Technical Support,High,True,True, 30 mins,-0.2
TICK_139,ORG_4,27/11/2024,Need report of all failed wire-transfers for audit before end of day.,Account Management,Medium,False,True,4 hours,0.1
TICK_140,ORG_5,15/08/2023,"Agent: Good morning, Elite Financial Advisors, how can I help?  Client: We're trying to set up a new ACH payment to a vendor, and the system is giving us an error message about exceeding our daily limit. We need this payment to go through today. Agent: I can help with that. Let me check your account limits.  Can I have your account number, please? Client: Sure, it's [Account Number]. Agent: Okay, I've increased your daily ACH limit temporarily. Please try again. Client: Great, it worked. Thanks!",Payment Processing Issue,High,False,True,15 minutes,0.7
TICK_141,ORG_5,02/11/2023,"Agent: Thank you for calling. Client: I'm calling to inquire about the status of our recent wire transfer. It was supposed to be delivered yesterday, but the recipient hasn't received it. Agent: Can I have the transaction details, please? Reference number and recipient information? Client: Yes, the reference number is [Reference Number], and the recipient is [Recipient Name and Account]. Agent: Let me investigate. It appears there was a delay due to a verification check. It should be processed within 24 hours. I apologize for the inconvenience.",Payment Processing Issue,High,False,True,24 hours,0.2
TICK_142,ORG_5,18/01/2024,"Client: Hello, I need to order new checkbooks for our operating account.  Agent: Certainly. What is your account number, and how many checkbooks do you need? Client: Our account number is [Account Number], and we need three boxes. Agent: No problem. I've placed the order. They should arrive within 5-7 business days.",Service Request,Low,False,True,5 minutes,0.8
TICK_143,ORG_5,29/03/2024,"Client: Good morning. I'm having trouble logging into the online banking portal. I keep getting an 'invalid credentials' error, even though I'm sure I'm using the correct password. Agent: I can assist you with that. Let's try resetting your password. I'll send you a password reset link to your registered email address. Client: Okay, I've received it. I'll reset it now. Agent: Please let me know if you have more trouble.",Technical Support,Medium,False,True,10 minutes,0.4
TICK_144,ORG_5,10/05/2024,"Client: I'm calling to inquire about our current interest rates on our business savings account. Can you provide that information? Agent: Certainly.  For your account balance, the current interest rate is [Interest Rate]. Client: Okay, thank you.  We were hoping for a higher rate given our balance; is anything available above that? Agent: Let me see what options are available. I can set up a follow up with a Relationship Manager for you.",Account Inquiry,Low,False,True,5 minutes,0.6
TICK_145,ORG_5,22/06/2024,"Client: We noticed some unusual activity on our account statement. There are a few transactions we don't recognize. Agent: I understand your concern. Can you provide me with the dates and amounts of those transactions? We'll need to open a fraud investigation. Client: Yes, the transactions are dated [Date] for [Amount] and [Date] for [Amount]. Agent: Thank you. We've flagged those transactions and will begin an investigation. You should receive a call in 24 hrs with an update.",Fraud Alert,Critical,False,False,Not resolved,-0.8
TICK_146,ORG_5,05/07/2024,"Client: I'm calling to discuss potentially setting up a line of credit for our business. We're experiencing rapid growth and may need access to additional capital. Agent, What is your estimated amount needed, and for what purpose: Client: We are thinking in the range of $100,000-$150,000, for marketing and potential office expansion.Agent: I can connect you with a loan officer. Can I confirm some more details about the business first,?",Loan Application,Medium,False,True,4 Hours,0.7
TICK_147,ORG_5,17/07/2024,"Client: Good afternoon, this is [Client Name] From Elite Financial. I downloaded the latest statement, and it seems incorrect. The opening balance isn't the same then the Closing balance form the previuos statement. Agent. I see, can you tell me the account number, and the statement date? Client: Sure, the account it's [Account Number], The statement is for june. Agent: One second please. I can see here there was an adjustment por a fee reverted. That's why is not connecting with the previous statement.",Account Inquiry,Medium,True,True,10 minutes,0.5
